population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PR_best_variant
PR,18735,NC(=O)c1ccc(NCC2CC(NCCC3CC(O)C(c4ccc(O)cc4)N3)C2O)cc1,NC(=O)c1ccc(NCC2CC(NCCC3CC(O)C(c4ccc(O)cc4)N3)C2O)cc1,0,-10.7085,292,47,PR_run,SMILES-RNN,292_47-4
PR,18736,O=C(CNCCCN1CCC(c2ccc(O)cc2)C(O)C1)N1CC(O)c2ccccc21,O=C(CNCCCN1CCC(c2ccc(O)cc2)C(O)C1)N1CC(O)c2ccccc21,0,-10.6748,292,48,PR_run,SMILES-RNN,292_48-16
PR,18737,NCC(O)C(CC1(O)CC(NCCCc2ccc(C(N)=O)o2)C(O)C1c1ccc(O)cc1)c1ccc(O)cc1,NCC(O)C(CC1(O)CC(NCCCc2ccc(C(N)=O)o2)C(O)C1c1ccc(O)cc1)c1ccc(O)cc1,0,-9.17419,292,49,PR_run,SMILES-RNN,292_49-8
PR,18738,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,0,-10.0764,292,50,PR_run,SMILES-RNN,292_50-7
PR,18739,NC(=O)c1ccc(CNC(=O)CCN2CC(O)C(c3ccc(O)cc3)C2)o1,NC(=O)c1ccc(CNC(=O)CCN2CC(O)C(c3ccc(O)cc3)C2)o1,0,-9.05295,292,51,PR_run,SMILES-RNN,292_51-7
PR,18740,O=C(CNCCCCN1CCC(c2ccc(O)cc2)C(O)C1)N1CCCc2ccccc21,O=C(CNCCCCN1CCC(c2ccc(O)cc2)C(O)C1)N1CCCc2ccccc21,0,-9.76404,292,52,PR_run,SMILES-RNN,292_52-2
PR,18741,Nc1noc2cc(NC(=O)CNCC(=O)NC3CCNC(c4ccc(O)cc4)C3O)ccc12,Nc1noc2cc(NC(=O)CNCC(=O)NC3CCNC(c4ccc(O)cc4)C3O)ccc12,0,-8.90455,292,53,PR_run,SMILES-RNN,292_53-5
PR,18742,O=C(NCCCCN1CCC(c2ccc(O)cc2)c2cc(O)ccc2C1)Nc1ccc2c(=O)ooc2c1,O=C(NCCCCN1CCC(c2ccc(O)cc2)c2cc(O)ccc2C1)Nc1ccc2c(=O)ooc2c1,0,-6.80607,292,54,PR_run,SMILES-RNN,292_54-4
PR,18743,Oc1ccc(C2CCN(CCCC(O)C(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,Oc1ccc(C2CCN(CCCC(O)C(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,0,-9.09788,292,55,PR_run,SMILES-RNN,292_55-4
PR,18744,O=C(CCNC1NCCc2ccc(O)cc2C1O)N1Cc2ccccc2CC(O)C1,O=C(CCNC1NCCc2ccc(O)cc2C1O)N1Cc2ccccc2CC(O)C1,0,-7.48265,292,56,PR_run,SMILES-RNN,292_56-7
PR,18745,O=C(CNCC1CCCC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCO2,O=C(CNCC1CCCC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCO2,0,-8.01218,292,57,PR_run,SMILES-RNN,225_38-4
PR,18746,Oc1ccc(C2NC(NCCCNCC(O)Cc3ccccc3)C2O)cc1,Oc1ccc(C2NC(NCCCNCC(O)Cc3ccccc3)C2O)cc1,0,-10.3694,292,58,PR_run,SMILES-RNN,292_58-8
PR,18747,OC(CCc1cccc2occc12)CNC1Cc2ccccc2C(c2ccncc2)C1,OC(CCc1cccc2occc12)CNC1Cc2ccccc2C(c2ccncc2)C1,0,-7.66612,292,59,PR_run,SMILES-RNN,292_59-2
PR,18748,Oc1ccc(C2CCNC(NCCC(O)c3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCNC(NCCC(O)c3ccc4c(c3)OCO4)C2O)cc1,0,-8.99634,292,60,PR_run,SMILES-RNN,292_60-12
PR,18749,O=C(CNCCCN1C=CC(c2ccc(O)cc2)C(O)C1)Nc1ccc2[nH]ccc2c1,O=C(CNCCCN1C=CC(c2ccc(O)cc2)C(O)C1)Nc1ccc2[nH]ccc2c1,0,-7.81299,292,61,PR_run,SMILES-RNN,292_61-4
PR,18750,O=C1CC(c2ccc(O)cc2)CC(O)C1NCCCNCC(=O)N1CCCc2ccccc21,O=C1CC(c2ccc(O)cc2)CC(O)C1NCCCNCC(=O)N1CCCc2ccccc21,0,-8.64668,292,62,PR_run,SMILES-RNN,292_62-6
PR,18751,NC(=O)c1ccn(C2CCC(CC(O)CCCCN3CCC(c4ccc(O)cc4)C(O)C3)CC2O)c1,NC(=O)c1ccn(C2CCC(CC(O)CCCCN3CCC(c4ccc(O)cc4)C(O)C3)CC2O)c1,0,-10.5031,292,63,PR_run,SMILES-RNN,292_63-2
PR,18752,Oc1ccc(C2CC(NCCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CC(NCCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,-10.7109,293,0,PR_run,SMILES-RNN,293_0-3
PR,18753,NC(=O)c1ccc2c(c1)C(O)C(NCCCCCCCCc1ccc3ccccc3n1)C2,NC(=O)c1ccc2c(c1)C(O)C(NCCCCCCCCc1ccc3ccccc3n1)C2,0,-9.56129,293,1,PR_run,SMILES-RNN,293_1-4
PR,18754,O=C(CNCCCN1CC(O)C(c2ccc(O)cc2)CCN1)N1CCCc2ccccc21,O=C(CNCCCN1CC(O)C(c2ccc(O)cc2)CCN1)N1CCCc2ccccc21,0,-8.60315,293,2,PR_run,SMILES-RNN,293_2-2
PR,18755,O=C(CCC1CC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCOC2,O=C(CCC1CC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCOC2,0,-8.28767,293,3,PR_run,SMILES-RNN,293_3-3
PR,18756,O=C(CCCCCCCCN1CNC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,O=C(CCCCCCCCN1CNC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,0,-8.1643,293,4,PR_run,SMILES-RNN,293_4-10
PR,18757,O=C(CCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,O=C(CCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,-8.76025,293,5,PR_run,SMILES-RNN,293_5-7
PR,18758,NC(=O)c1ccn(C2CCC(CCNC3Cc4ccccc4C(c4ccncc4)C3)CC2O)c1,NC(=O)c1ccn(C2CCC(CCNC3Cc4ccccc4C(c4ccncc4)C3)CC2O)c1,0,-8.94642,293,6,PR_run,SMILES-RNN,293_6-7
PR,18759,O=C(CCCN1CC(=O)C(Cc2ccc(O)cc2)C(O)C1)Nc1ccccn1,O=C(CCCN1CC(=O)C(Cc2ccc(O)cc2)C(O)C1)Nc1ccccn1,0,-9.11934,293,7,PR_run,SMILES-RNN,293_7-6
PR,18760,O=C(CCCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCO2,O=C(CCCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)OCO2,0,-8.68509,293,8,PR_run,SMILES-RNN,293_8-4
PR,18761,O=C(CCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,O=C(CCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,0,-9.23355,293,9,PR_run,SMILES-RNN,185_10-2
PR,18762,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3cccc(O)c3)C2)cc1,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3cccc(O)c3)C2)cc1,0,-8.41828,293,10,PR_run,SMILES-RNN,293_10-5
PR,18763,O=C(CNC1Cc2cc(O)ccc2C1O)NCc1ccc2c(c1)OCO2,O=C(CNC1Cc2cc(O)ccc2C1O)NCc1ccc2c(c1)OCO2,0,-8.46589,293,11,PR_run,SMILES-RNN,181_31-3
PR,18764,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,0,-9.97662,293,12,PR_run,SMILES-RNN,293_12-3
PR,18765,O=C(CNN1CCC(c2ccc(O)cc2)C(O)C1)NCc1cccc2occc12,O=C(CNN1CCC(c2ccc(O)cc2)C(O)C1)NCc1cccc2occc12,0,-8.15825,293,13,PR_run,SMILES-RNN,293_13-1
PR,18766,Oc1ccc(C2c3ccccc3CC(NCCC(O)Cc3ccc4ccoc4c3)C2O)cc1,Oc1ccc(C2c3ccccc3CC(NCCC(O)Cc3ccc4ccoc4c3)C2O)cc1,0,-9.50763,293,14,PR_run,SMILES-RNN,293_14-1
PR,18767,Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,-9.56601,293,15,PR_run,SMILES-RNN,293_15-4
PR,18768,Nc1noc2cc(NC(=O)CCCCN3CC(O)C(Cc4ccc(O)cc4)C3)ccc12,Nc1noc2cc(NC(=O)CCCCN3CC(O)C(Cc4ccc(O)cc4)C3)ccc12,0,-8.52064,293,16,PR_run,SMILES-RNN,293_16-3
PR,18769,Oc1ccc(C2NCC(NCC(O)CCCc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2NCC(NCC(O)CCCc3ccc4c(c3)OCO4)C2O)cc1,0,-10.4407,293,17,PR_run,SMILES-RNN,293_17-5
PR,18770,O=C(CCCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1cnc2c(c1)OCO2,O=C(CCCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1cnc2c(c1)OCO2,0,-8.7676,293,18,PR_run,SMILES-RNN,293_18-1
PR,18771,Oc1ccc(C2CCC(NCCNC3CNC(c4ccc(O)cc4)C3O)CC2O)cc1,Oc1ccc(C2CCC(NCCNC3CNC(c4ccc(O)cc4)C3O)CC2O)cc1,0,-8.35697,293,19,PR_run,SMILES-RNN,293_19-3
PR,18772,Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,-9.56601,293,20,PR_run,SMILES-RNN,293_15-4
PR,18773,NC(=O)c1ccc2c(c1)C(c1ccc(Cl)cc1)NC(N)=N2,NC(=O)c1ccc2c(c1)C(c1ccc(Cl)cc1)NC(N)=N2,0,-7.47835,293,21,PR_run,SMILES-RNN,293_21-1
PR,18774,O=C(CNCCCNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,O=C(CNCCCNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,0,-10.0207,293,22,PR_run,SMILES-RNN,293_22-6
PR,18775,O=C(NCc1ccc2c(c1)OCO2)C(O)CNC1NCCC(c2ccc(O)cc2)C1O,O=C(NCc1ccc2c(c1)OCO2)C(O)CNC1NCCC(c2ccc(O)cc2)C1O,0,-8.3972,293,23,PR_run,SMILES-RNN,293_23-1
PR,18776,ON=C(CNCCNC1CC(CCc2ccccc2)C1O)Nc1noc2ccccc12,ON=C(CNCCNC1CC(CCc2ccccc2)C1O)Nc1noc2ccccc12,0,-9.22857,293,24,PR_run,SMILES-RNN,293_24-2
PR,18777,N#CC1Cc2cnccc2CN1C(=O)CCNC1CCOc2ccc(C(N)=O)cc2C1O,N#CC1Cc2cnccc2CN1C(=O)CCNC1CCOc2ccc(C(N)=O)cc2C1O,0,-9.01537,293,25,PR_run,SMILES-RNN,293_25-6
PR,18778,O=C(NCCCCN1Cc2ccccc2C(c2ccncc2)C(O)C1)Nc1ccc2c(c1)CCOC2,O=C(NCCCCN1Cc2ccccc2C(c2ccncc2)C(O)C1)Nc1ccc2c(c1)CCOC2,0,-7.89577,293,26,PR_run,SMILES-RNN,293_26-4
PR,18779,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,0,-9.71102,293,27,PR_run,SMILES-RNN,293_27-8
PR,18780,Oc1ccc(C2CCNC(NCC=CCCc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCNC(NCC=CCCc3ccc4c(c3)OCO4)C2O)cc1,0,-9.71475,293,28,PR_run,SMILES-RNN,293_28-9
PR,18781,NC(=O)c1ccc(CC(O)CCCNC2CCNC(c3ccc(O)cc3)C2O)cc1,NC(=O)c1ccc(CC(O)CCCNC2CCNC(c3ccc(O)cc3)C2O)cc1,0,-10.4817,293,29,PR_run,SMILES-RNN,293_29-6
PR,18782,Oc1ccc2c(C3CC(O)C(NCC(O)Cc4ccc5c(c4)OCO5)CCN3)cccc2c1,Oc1ccc2c(C3CC(O)C(NCC(O)Cc4ccc5c(c4)OCO5)CCN3)cccc2c1,0,-8.36712,293,30,PR_run,SMILES-RNN,293_30-1
PR,18783,Oc1ccc(C2NCC(NCCNC3Cc4cc(O)ccc4CCC3O)C2O)cc1,Oc1ccc(C2NCC(NCCNC3Cc4cc(O)ccc4CCC3O)C2O)cc1,0,-9.54685,293,31,PR_run,SMILES-RNN,293_31-5
PR,18784,OC1CC(CNC2NCCC(c3ccncc3)C2O)CC1n1cccc1,OC1CC(CNC2NCCC(c3ccncc3)C2O)CC1n1cccc1,0,-6.56267,293,32,PR_run,SMILES-RNN,293_32-9
PR,18785,NC(=O)c1ccc(CC(=O)CCCNC2CC(CC(=O)c3ccco3)C2O)cn1,NC(=O)c1ccc(CC(=O)CCCNC2CC(CC(=O)c3ccco3)C2O)cn1,0,-11.229,293,33,PR_run,SMILES-RNN,293_33-2
PR,18786,O=C(CCCN1CNC(c2ccc(O)cc2)C(O)C1)CCc1ccc(O)cc1,O=C(CCCN1CNC(c2ccc(O)cc2)C(O)C1)CCc1ccc(O)cc1,0,-8.66789,293,34,PR_run,SMILES-RNN,293_34-11
PR,18787,O=C(CCCCCNC1CCCC(c2ccccc2)C1O)Nc1ccc2c(c1)OCOC2,O=C(CCCCCNC1CCCC(c2ccccc2)C1O)Nc1ccc2c(c1)OCOC2,0,-8.33611,293,35,PR_run,SMILES-RNN,293_35-8
PR,18788,NC(=O)c1ccn(C2CCC(NCCC(Cc3ccc4c(c3)OCOC4)C(=O)O)C2O)c1,NC(=O)c1ccn(C2CCC(NCCC(Cc3ccc4c(c3)OCOC4)C(=O)O)C2O)c1,0,-9.37951,293,36,PR_run,SMILES-RNN,293_36-3
PR,18789,OC1C(NCC=CCc2ccc3ccccc3n2)CCNC1c1cccnc1,OC1C(NCC=CCc2ccc3ccccc3n2)CCNC1c1cccnc1,0,-7.88549,293,37,PR_run,SMILES-RNN,293_37-6
PR,18791,O=C(CNCCCNC1C(O)C(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,O=C(CNCCCNC1C(O)C(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,0,-9.11098,293,39,PR_run,SMILES-RNN,293_39-10
PR,18792,O=C(CCCNC1C(CO)NCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,O=C(CCCNC1C(CO)NCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,0,-8.11086,293,40,PR_run,SMILES-RNN,293_40-15
PR,18793,O=C(CCCCN1CNC(c2cccc(O)c2)C(O)C1)Nc1ccc2c(c1)OCO2,O=C(CCCCN1CNC(c2cccc(O)c2)C(O)C1)Nc1ccc2c(c1)OCO2,0,-8.99427,293,41,PR_run,SMILES-RNN,293_41-6
PR,18794,O=C(CCNC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccoc2c1,O=C(CCNC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccoc2c1,0,-8.1995,293,42,PR_run,SMILES-RNN,287_35-8
PR,18795,Oc1cccc(C2C(O)CN2CC=CCCCCC(O)Cc2ccccc2)c1,Oc1cccc(C2C(O)CN2CC=CCCCCC(O)Cc2ccccc2)c1,0,-9.21942,293,43,PR_run,SMILES-RNN,293_43-6
PR,18796,Oc1ccc(C2CCN(CCCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,Oc1ccc(C2CCN(CCCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,0,-9.98778,293,44,PR_run,SMILES-RNN,293_44-1
PR,18797,O=C(NCC(O)CN1CCC(c2ccc(O)cc2)CC1)Nc1ccc2c(c1)OCO2,O=C(NCC(O)CN1CCC(c2ccc(O)cc2)CC1)Nc1ccc2c(c1)OCO2,0,-8.24143,293,45,PR_run,SMILES-RNN,293_45-3
PR,18798,Oc1ccc(C2CCC(NCC(O)CCNc3cc4cc(O)ccc4o3)C2O)cc1,Oc1ccc(C2CCC(NCC(O)CCNc3cc4cc(O)ccc4o3)C2O)cc1,0,-10.045,293,46,PR_run,SMILES-RNN,293_46-3
PR,18799,NC(=O)c1ccc(NC(=O)CCCN2CCC(c3ccc(O)cc3)C(O)C2)cc1,NC(=O)c1ccc(NC(=O)CCCN2CCC(c3ccc(O)cc3)C(O)C2)cc1,0,-10.7098,293,47,PR_run,SMILES-RNN,282_4-1
PR,18800,O=C(CCCN1CC(O)C(Cc2ccccc2)C1)Nc1ccc2c(c1)OCO2,O=C(CCCN1CC(O)C(Cc2ccccc2)C1)Nc1ccc2c(c1)OCO2,0,-7.7837,293,48,PR_run,SMILES-RNN,293_48-3
PR,18801,O=C(CCC(O)CCC1CC(c2ccc(O)cc2)CN1)c1ccc2ccncc2c1,O=C(CCC(O)CCC1CC(c2ccc(O)cc2)CN1)c1ccc2ccncc2c1,0,-8.93487,293,49,PR_run,SMILES-RNN,293_49-1
PR,18802,NC(=O)c1cn(C2c3ccccc3CC(NCCCNC(=O)Cc3ccc4c(c3)OCO4)C2O)cn1,NC(=O)c1cn(C2c3ccccc3CC(NCCCNC(=O)Cc3ccc4c(c3)OCO4)C2O)cn1,0,-8.71885,293,50,PR_run,SMILES-RNN,293_50-7
PR,18803,O=C(CCCC1Cc2ccccc2C(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)C(O)C(O)CC2O,O=C(CCCC1Cc2ccccc2C(c2ccc(O)cc2)CN1)Nc1ccc2c(c1)C(O)C(O)CC2O,0,-9.40754,293,51,PR_run,SMILES-RNN,293_51-7
PR,18804,NC(=O)c1ccc(NC(=O)CCCC2CCC(c3ccc(O)c4ccccc34)N2)cc1,NC(=O)c1ccc(NC(=O)CCCC2CCC(c3ccc(O)c4ccccc34)N2)cc1,0,-8.89369,293,52,PR_run,SMILES-RNN,293_52-4
PR,18805,Oc1ccc(C2CCNN(CCCCCCCCOc3ccn4ccnc4c3)CC2O)cc1,Oc1ccc(C2CCNN(CCCCCCCCOc3ccn4ccnc4c3)CC2O)cc1,0,-6.79131,293,53,PR_run,SMILES-RNN,293_53-9
PR,18806,O=CC1CNC(c2ccc(O)cc2)C(O)C1NCC(O)Cc1ccc2c(c1)OCO2,O=CC1CNC(c2ccc(O)cc2)C(O)C1NCC(O)Cc1ccc2c(c1)OCO2,0,-8.87289,293,54,PR_run,SMILES-RNN,293_54-3
PR,18807,O=C(CCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)CC(O)C2,O=C(CCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)CC(O)C2,0,-10.0466,293,55,PR_run,SMILES-RNN,293_55-8
PR,18808,O=C(CCCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)N1CC(O)c2ccccc21,O=C(CCCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)N1CC(O)c2ccccc21,0,-9.27155,293,56,PR_run,SMILES-RNN,293_56-6
PR,18809,NC(=O)c1ccc(NC(=O)CCCCCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,NC(=O)c1ccc(NC(=O)CCCCCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,0,-10.1518,293,57,PR_run,SMILES-RNN,293_57-6
PR,18810,O=C(CCNC1NCCc2ccc(O)cc2C(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,O=C(CCNC1NCCc2ccc(O)cc2C(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,0,-7.64259,293,58,PR_run,SMILES-RNN,293_58-2
PR,18811,O=C(CCN1CC(O)C(c2ccc(O)cc2)C1)NCc1ccon1,O=C(CCN1CC(O)C(c2ccc(O)cc2)C1)NCc1ccon1,0,-9.32632,293,59,PR_run,SMILES-RNN,293_59-7
PR,18812,O=C(O)CCNC1CCc2cc(O)ccc2C(O)C1NCCCc1ccc2cc[nH]c2c1,O=C(O)CCNC1CCc2cc(O)ccc2C(O)C1NCCCc1ccc2cc[nH]c2c1,0,-7.43518,293,60,PR_run,SMILES-RNN,293_60-3
PR,18813,CN1CCC(c2ccc(O)cc2)C(O)CN1CCCC(=O)Nc1ccc2c(c1)OCOC2,CN1CCC(c2ccc(O)cc2)C(O)CN1CCCC(=O)Nc1ccc2c(c1)OCOC2,0,-7.45397,293,61,PR_run,SMILES-RNN,293_61-2
PR,18815,Oc1ccc(C2CCC(NCCC(O)COc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCC(NCCC(O)COc3ccc4c(c3)OCO4)C2O)cc1,0,-9.07685,293,63,PR_run,SMILES-RNN,293_63-2
PR,18816,O=C(CCCNC1CNC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,O=C(CCCNC1CNC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,0,-9.20495,294,0,PR_run,SMILES-RNN,294_0-7
PR,18817,NC(=O)c1ccc(CC(O)CCNC2CCC(c3ccc(O)cc3)C2O)cc1,NC(=O)c1ccc(CC(O)CCNC2CCC(c3ccc(O)cc3)C2O)cc1,0,-7.71813,294,1,PR_run,SMILES-RNN,288_31-4
PR,18818,O=C(CCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1noc2ccccc12,O=C(CCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1noc2ccccc12,0,-9.14039,294,2,PR_run,SMILES-RNN,294_2-8
PR,18819,NCCCNc1nc(CCc2ccc(O)cc2)nc2c1CCCC2=O,NCCCNc1nc(CCc2ccc(O)cc2)nc2c1CCCC2=O,0,-6.34319,294,3,PR_run,SMILES-RNN,294_3-1
PR,18820,O=C1NC(=O)C(CC(O)C(=O)NCCc2ccn3ccccc23)N1,O=C1NC(=O)C(CC(O)C(=O)NCCc2ccn3ccccc23)N1,0,-7.0571,294,4,PR_run,SMILES-RNN,294_4-2
PR,18821,Nc1noc2cc(NC(=O)CCCN3CCC(c4ccc(O)cc4)C(O)C3)ccc12,Nc1noc2cc(NC(=O)CCCN3CCC(c4ccc(O)cc4)C(O)C3)ccc12,0,-10.1603,294,5,PR_run,SMILES-RNN,294_5-8
PR,18822,NC(=O)c1ccc(NC(=O)CCCNC2NC(c3ccoc3)C2O)cc1,NC(=O)c1ccc(NC(=O)CCCNC2NC(c3ccoc3)C2O)cc1,0,-9.4883,294,6,PR_run,SMILES-RNN,294_6-3
PR,18823,Oc1ccc(C2CNC(NCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CNC(NCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,-9.95307,294,7,PR_run,SMILES-RNN,294_7-3
PR,18824,Oc1ccc(C2NCN(CCCCC(O)CCc3ccco3)CC2O)cc1,Oc1ccc(C2NCN(CCCCC(O)CCc3ccco3)CC2O)cc1,0,-9.02254,294,8,PR_run,SMILES-RNN,294_8-1
PR,18825,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,NC(=O)c1ccc(NC(=O)CCCCN2CC(O)C(c3ccc(O)cc3)C2)cc1,0,-10.0764,294,9,PR_run,SMILES-RNN,292_50-7
PR,18826,O=C(CCCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)Nc1ccon1,O=C(CCCNC1Cc2ccccc2C(c2ccc(O)cc2)C1O)Nc1ccon1,0,-8.63721,294,10,PR_run,SMILES-RNN,294_10-6
PR,18827,Oc1ccc(C2CCC(NCCC3CC(n4cccc4)C(O)C3NCc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCC(NCCC3CC(n4cccc4)C(O)C3NCc3ccc4c(c3)OCO4)C2O)cc1,0,-9.99425,294,11,PR_run,SMILES-RNN,294_11-7
PR,18828,Oc1ccc(C2CN(CCC(O)CCc3ccc4ncccc4c3)CC2O)cc1,Oc1ccc(C2CN(CCC(O)CCc3ccc4ncccc4c3)CC2O)cc1,0,-9.16416,294,12,PR_run,SMILES-RNN,294_12-4
PR,18829,Oc1ccc(C2CCC(CNC3NCCC(c4ccc(O)cc4)C3O)CC2O)cc1,Oc1ccc(C2CCC(CNC3NCCC(c4ccc(O)cc4)C3O)CC2O)cc1,0,-8.70997,294,13,PR_run,SMILES-RNN,294_13-8
PR,18830,Oc1ccc(C2OCC(NCCCCCCCC3CCCc4ccc(O)cc4CN3)C2O)cc1,Oc1ccc(C2OCC(NCCCCCCCC3CCCc4ccc(O)cc4CN3)C2O)cc1,0,-8.4969,294,14,PR_run,SMILES-RNN,294_14-6
PR,18831,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,0,-9.92273,294,15,PR_run,SMILES-RNN,291_62-8
PR,18832,NC(=O)c1ccc2cccc(NCC(=O)NCC3C(CC(O)Cc4cccc(O)c4)NC(c4ccc(O)cc4)C3O)c2c1,NC(=O)c1ccc2cccc(NCC(=O)NCC3C(CC(O)Cc4cccc(O)c4)NC(c4ccc(O)cc4)C3O)c2c1,0,-9.44647,294,16,PR_run,SMILES-RNN,294_16-1
PR,18833,Oc1ccc(C2NCCC(NCCNCc3n[nH]c4ccccc34)C2O)cc1,Oc1ccc(C2NCCC(NCCNCc3n[nH]c4ccccc34)C2O)cc1,0,-9.30651,294,17,PR_run,SMILES-RNN,294_17-7
PR,18834,O=C(CNC1NCCC(c2ccc(O)cc2)C1O)NC1CCCc2ccccc21,O=C(CNC1NCCC(c2ccc(O)cc2)C1O)NC1CCCc2ccccc21,0,-9.18931,294,18,PR_run,SMILES-RNN,294_18-4
PR,18835,NC(=O)c1ccc(C(O)CCC(C(=O)O)N2CC(O)C(c3ccc(O)cc3)C2)cc1,NC(=O)c1ccc(C(O)CCC(C(=O)O)N2CC(O)C(c3ccc(O)cc3)C2)cc1,0,-9.30378,294,19,PR_run,SMILES-RNN,294_19-15
PR,18836,O=C(C1NC=CN1)N1Cc2ccccc2C1O,O=C(C1NC=CN1)N1Cc2ccccc2C1O,0,-5.74609,294,20,PR_run,SMILES-RNN,294_20-4
PR,18837,Oc1ccc(C2CN(CCCCNCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,Oc1ccc(C2CN(CCCCNCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,0,-10.1441,294,21,PR_run,SMILES-RNN,294_21-8
PR,18838,O=C(CCCCCCCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,O=C(CCCCCCCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,0,-8.86263,294,22,PR_run,SMILES-RNN,294_22-7
PR,18839,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,0,-9.71102,294,23,PR_run,SMILES-RNN,293_27-8
