population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PPS_best_variant
PPS,17881,NC(=O)CN1CCN(c2ccc3cc(C(=O)NCc4cccc(CN5CCC(CNC(=O)c6ccc(N)nc6)CC5)c4)[nH]c3n2)CC1,NC(=O)CN1CCN(c2ccc3cc(C(=O)NCc4cccc(CN5CCC(CNC(=O)c6ccc(N)nc6)CC5)c4)[nH]c3n2)CC1,0,-14.3903,279,25,PPS_tester_run_2,RNN,279_25-2
PPS,17882,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)cc1,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)cc1,0,-13.0141,279,26,PPS_tester_run_2,RNN,278_9-1
PPS,17883,N#Cc1ccc(N2CCN(C(=O)NCc3ccc(CN4CCC(NC(=O)Nc5ccc(C(F)(F)F)cc5)C4)cc3)C2)cc1,N#Cc1ccc(N2CCN(C(=O)NCc3ccc(CN4CCC(NC(=O)Nc5ccc(C(F)(F)F)cc5)C4)cc3)C2)cc1,0,-12.8812,279,27,PPS_tester_run_2,RNN,279_27-3
PPS,17884,NCc1n[nH]c2ncc(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)ccn5)C4)cc3)nc12,NCc1n[nH]c2ncc(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)ccn5)C4)cc3)nc12,0,-12.5444,279,28,PPS_tester_run_2,RNN,279_28-3
PPS,17885,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)cc2)C1,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)cc2)C1,0,-12.5597,279,29,PPS_tester_run_2,RNN,278_21-3
PPS,17886,CC(NC(=O)N1CCN(Cc2ccc(CNC(=O)c3ccc4c(N)n[nH]c4c3)cc2)C1)C(=O)Nc1ccc(C(F)(F)F)cc1,CC(NC(=O)N1CCN(Cc2ccc(CNC(=O)c3ccc4c(N)n[nH]c4c3)cc2)C1)C(=O)Nc1ccc(C(F)(F)F)cc1,0,-12.0973,279,30,PPS_tester_run_2,RNN,279_30-2
PPS,17888,O=C(NCC1CCN(Cc2ccc(CNC(=O)c3cnc4cccnn34)cc2)C1)Nc1cccc(C(F)(F)F)c1,O=C(NCC1CCN(Cc2ccc(CNC(=O)c3cnc4cccnn34)cc2)C1)Nc1cccc(C(F)(F)F)c1,0,-12.7329,279,32,PPS_tester_run_2,RNN,279_32-3
PPS,17889,CC1(C)Cc2[nH]c(C(=O)NCc3ccc(CN4CCC(CC(=O)NC(=O)Nc5cccc(C(N)=O)c5)CC4)cc3)cc2CN1,CC1(C)Cc2[nH]c(C(=O)NCc3ccc(CN4CCC(CC(=O)NC(=O)Nc5cccc(C(N)=O)c5)CC4)cc3)cc2CN1,0,-12.6572,279,33,PPS_tester_run_2,RNN,279_33-2
PPS,17890,NCc1ccc(NC(=O)NCc2ccc(CN3CCN(C(=O)c4ccc(C(F)(F)F)cc4)CC3)cc2)cn1,NCc1ccc(NC(=O)NCc2ccc(CN3CCN(C(=O)c4ccc(C(F)(F)F)cc4)CC3)cc2)cn1,0,-13.2795,279,34,PPS_tester_run_2,RNN,279_34-1
PPS,17891,NC(=O)c1ccc(NC(=O)CNC2CCN(Cc3ccc(CNC(=O)c4cnc5[nH]ccc5c4)cc3)C2)cc1,NC(=O)c1ccc(NC(=O)CNC2CCN(Cc3ccc(CNC(=O)c4cnc5[nH]ccc5c4)cc3)C2)cc1,0,-11.6942,279,35,PPS_tester_run_2,RNN,279_35-2
PPS,17892,CC(NC(=O)Nc1ccc(Cl)cc1)N1CCCN(Cc2cccc(CNC(=O)CNC(=O)c3cccc(C(N)=O)c3)c2)CC1,CC(NC(=O)Nc1ccc(Cl)cc1)N1CCCN(Cc2cccc(CNC(=O)CNC(=O)c3cccc(C(N)=O)c3)c2)CC1,0,-12.3383,279,36,PPS_tester_run_2,RNN,279_36-1
PPS,17893,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)C2)cc1,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)C2)cc1,0,-13.0186,279,37,PPS_tester_run_2,RNN,279_37-3
PPS,17894,N=C(c1ccc(F)cc1)C1CCN(C(=O)CN2CCC(CNC(=O)c3ccc(NC(=O)N4CCN(CC(N)=O)CC4)cc3)C2)CC1,N=C(c1ccc(F)cc1)C1CCN(C(=O)CN2CCC(CNC(=O)c3ccc(NC(=O)N4CCN(CC(N)=O)CC4)cc3)C2)CC1,0,-8.03524,279,38,PPS_tester_run_2,RNN,279_38-1
PPS,17895,O=C(NC1CCN(Cc2cccc(CNC(=O)c3n[nH]c4c3CCNCC4)c2)C1)c1cc(C(F)(F)F)ccn1,O=C(NC1CCN(Cc2cccc(CNC(=O)c3n[nH]c4c3CCNCC4)c2)C1)c1cc(C(F)(F)F)ccn1,0,-11.6238,279,39,PPS_tester_run_2,RNN,279_39-7
PPS,17896,NC(=O)c1cccc(NC(=O)NCC2CCN(Cc3ccc(COc4cc(C(N)=O)cc(C(N)=O)c4)cc3)CC2)c1,NC(=O)c1cccc(NC(=O)NCC2CCN(Cc3ccc(COc4cc(C(N)=O)cc(C(N)=O)c4)cc3)CC2)c1,0,-12.5289,279,40,PPS_tester_run_2,RNN,279_40-2
PPS,17897,NC(=O)c1cccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]nnc5c4)cc3)CC2)c1,NC(=O)c1cccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]nnc5c4)cc3)CC2)c1,0,-12.9323,279,41,PPS_tester_run_2,RNN,279_41-3
PPS,17898,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5c(c4)CCC(N)CC5)cc3)CC2)cc1,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5c(c4)CCC(N)CC5)cc3)CC2)cc1,0,-13.5768,279,42,PPS_tester_run_2,RNN,279_42-2
PPS,17899,O=C(NCC1CCN(Cc2ccc(CNC(=O)N3CCN(C(=O)C(F)(F)F)CC3)cc2)CC1)Nc1ccc(C(F)(F)F)cc1,O=C(NCC1CCN(Cc2ccc(CNC(=O)N3CCN(C(=O)C(F)(F)F)CC3)cc2)CC1)Nc1ccc(C(F)(F)F)cc1,0,-12.8197,279,43,PPS_tester_run_2,RNN,279_43-2
PPS,17900,CN1CCc2cccc(NC(=O)NCc3ccc(CN4CCC(CNC(=O)c5ccc(C(F)(F)F)nc5)C4)cc3)c2C1,CN1CCc2cccc(NC(=O)NCc3ccc(CN4CCC(CNC(=O)c5ccc(C(F)(F)F)nc5)C4)cc3)c2C1,0,-13.7034,279,44,PPS_tester_run_2,RNN,279_44-5
PPS,17901,O=C(NCc1ccc(CN2CCC(NC(=O)Nc3ccc(C(F)(F)F)cc3)C2)cc1)Nc1ccc2c(c1)CCNCC2,O=C(NCc1ccc(CN2CCC(NC(=O)Nc3ccc(C(F)(F)F)cc3)C2)cc1)Nc1ccc2c(c1)CCNCC2,0,-12.9843,279,45,PPS_tester_run_2,RNN,279_45-3
PPS,17902,NC(=O)CNC(=O)c1cc(C(=O)NCc2ccc(CC3CCN(c4ccc(C(N)=O)cc4)CC3)cc2)n[nH]1,NC(=O)CNC(=O)c1cc(C(=O)NCc2ccc(CC3CCN(c4ccc(C(N)=O)cc4)CC3)cc2)n[nH]1,0,-11.6637,279,46,PPS_tester_run_2,RNN,279_46-2
PPS,17903,O=C(NCC1CCN(Cc2ccc(CNC(=O)c3cc4cn[nH]c4cc3O)cc2)CC1)Nc1cccc([N+](=O)[O-])c1,O=C(NCC1CCN(Cc2ccc(CNC(=O)c3cc4cn[nH]c4cc3O)cc2)CC1)Nc1cccc([N+](=O)[O-])c1,0,-12.5374,279,47,PPS_tester_run_2,RNN,279_47-1
PPS,17904,NC(=O)c1cccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5[nH]c(=O)[nH]c5[nH]4)cc3)CC2)c1,NC(=O)c1cccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5[nH]c(=O)[nH]c5[nH]4)cc3)CC2)c1,0,-12.4573,279,48,PPS_tester_run_2,RNN,279_48-2
PPS,17905,NC(=O)CN1CCN(C(=O)NCc2ccc(CN3CCC(NC(=O)c4ccc(C(F)(F)F)cc4)C3)cc2)C1,NC(=O)CN1CCN(C(=O)NCc2ccc(CN3CCC(NC(=O)c4ccc(C(F)(F)F)cc4)C3)cc2)C1,0,-13.4953,279,49,PPS_tester_run_2,RNN,279_49-2
PPS,17906,NC(=O)c1cccc(C(=O)N2CCCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)c1,NC(=O)c1cccc(C(=O)N2CCCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)c1,0,-8.86357,279,50,PPS_tester_run_2,RNN,279_50-1
PPS,17907,NC(=O)c1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5ccc(C(N)=O)cc5[nH]4)nc3)C2)cc1,NC(=O)c1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5ccc(C(N)=O)cc5[nH]4)nc3)C2)cc1,0,-12.2325,279,51,PPS_tester_run_2,RNN,279_51-2
PPS,17908,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)C2)cc1)c1ccc2[nH]ncc2c1,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)C2)cc1)c1ccc2[nH]ncc2c1,0,-11.976,279,52,PPS_tester_run_2,RNN,278_57-4
PPS,17909,NC(=O)c1ccc(NC(=O)Nc2ccn(CCN3CC(c4ccco4)C3)c2)cc1,NC(=O)c1ccc(NC(=O)Nc2ccn(CCN3CC(c4ccco4)C3)c2)cc1,0,-10.3201,279,53,PPS_tester_run_2,RNN,279_53-2
PPS,17910,O=C(NCc1ccc(CN2CCC(CNC(=O)c3ccc(C(F)(F)F)nc3)C2)cc1)c1ccc2[nH]ncc2c1,O=C(NCc1ccc(CN2CCC(CNC(=O)c3ccc(C(F)(F)F)nc3)C2)cc1)c1ccc2[nH]ncc2c1,0,-12.7024,279,54,PPS_tester_run_2,RNN,279_54-4
PPS,17911,CC(CNC(=O)c1ccc(F)cc1)N1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)cc2)CC1,CC(CNC(=O)c1ccc(F)cc1)N1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)cc2)CC1,0,-10.2952,279,55,PPS_tester_run_2,RNN,279_55-2
PPS,17912,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4cccc5cccnc45)cc3)CC2)cc1,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4cccc5cccnc45)cc3)CC2)cc1,0,-12.3075,279,56,PPS_tester_run_2,RNN,279_56-1
PPS,17913,NC(=O)c1ccc(CCN2CCC(Cc3cccc(CNC(=O)c4ccc5[nH]ncc5c4)c3)CC2)cc1,NC(=O)c1ccc(CCN2CCC(Cc3cccc(CNC(=O)c4ccc5[nH]ncc5c4)c3)CC2)cc1,0,-9.9482,279,57,PPS_tester_run_2,RNN,279_57-2
PPS,17914,O=C(CN1CCC(CN2CC3=NC2=CC=C(CNC(=O)C2CNC2)C=C3)C1)NCc1ccc(C(F)(F)F)cc1,O=C(CN1CCC(CN2CC3=NC2=CC=C(CNC(=O)C2CNC2)C=C3)C1)NCc1ccc(C(F)(F)F)cc1,0,-11.0791,279,58,PPS_tester_run_2,RNN,279_58-3
PPS,17915,NC(=O)c1cccc(NC(=O)NC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)C2)c1,NC(=O)c1cccc(NC(=O)NC2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)C2)c1,0,-12.7684,279,59,PPS_tester_run_2,RNN,278_39-3
PPS,17916,NCc1cccc(NC(=O)NCc2ccc(CN3CCC(CNC(=O)Nc4ccc(C(F)(F)F)nc4)CC3)cc2)n1,NCc1cccc(NC(=O)NCc2ccc(CN3CCC(CNC(=O)Nc4ccc(C(F)(F)F)nc4)CC3)cc2)n1,0,-12.7319,279,60,PPS_tester_run_2,RNN,279_60-1
PPS,17917,CN1CCc2ccc(C(=O)NCc3ccc(CN4CCN(C(=O)NC(N)CNC(=O)c5cccc(C(F)(F)F)c5)CC4)cc3Cl)cc2C1,CN1CCc2ccc(C(=O)NCc3ccc(CN4CCN(C(=O)NC(N)CNC(=O)c5cccc(C(F)(F)F)c5)CC4)cc3Cl)cc2C1,0,-15.0187,279,61,PPS_tester_run_2,RNN,279_61-7
PPS,17918,O=C(NCc1ccc(CN2CCN(C(=O)CNC(=O)c3ccc(C(F)(F)F)nn3)CC2)cc1)Nc1ccncc1F,O=C(NCc1ccc(CN2CCN(C(=O)CNC(=O)c3ccc(C(F)(F)F)nn3)CC2)cc1)Nc1ccncc1F,0,-11.2811,279,62,PPS_tester_run_2,RNN,279_62-1
PPS,17919,O=C(NCc1ccc(CN2CCC(CNC(=O)c3ccc(C(F)(F)F)nn3)C2)cc1)c1ccc2[nH]ncc2c1,O=C(NCc1ccc(CN2CCC(CNC(=O)c3ccc(C(F)(F)F)nn3)C2)cc1)c1ccc2[nH]ncc2c1,0,-12.4201,279,63,PPS_tester_run_2,RNN,279_63-4
PPS,17920,NC(=O)NC1CCN(Cc2ccc(CN3CCN(C(=O)CC(=O)Nc4ccc(C(N)=O)cc4F)CC3)cc2)CC1=O,NC(=O)NC1CCN(Cc2ccc(CN3CCN(C(=O)CC(=O)Nc4ccc(C(N)=O)cc4F)CC3)cc2)CC1=O,0,-11.3642,280,0,PPS_tester_run_2,RNN,280_0-10
PPS,17921,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3cccc(CNC(=O)c4ccc5[nH]ncc5c4)c3)CC2)cc1,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3cccc(CNC(=O)c4ccc5[nH]ncc5c4)c3)CC2)cc1,0,-11.5679,280,1,PPS_tester_run_2,RNN,280_1-1
PPS,17922,CC(NCC(=O)Nc1ccc(CN)cc1)NCC1CCN(Cc2ccc(CNC(=O)c3cnc4cccn4c3)cc2)CC1,CC(NCC(=O)Nc1ccc(CN)cc1)NCC1CCN(Cc2ccc(CNC(=O)c3cnc4cccn4c3)cc2)CC1,0,-12.9228,280,2,PPS_tester_run_2,RNN,280_2-2
PPS,17923,CN1CCc2cccc(NC(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)n[nH]5)CC4)cc3)c2C1,CN1CCc2cccc(NC(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)n[nH]5)CC4)cc3)c2C1,0,-13.0802,280,3,PPS_tester_run_2,RNN,280_3-2
PPS,17924,NC(=O)c1ccc(NC(=O)NC2CCN(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5ccc(C(F)(F)F)nc5)CC4)cc3)C2)nc1,NC(=O)c1ccc(NC(=O)NC2CCN(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5ccc(C(F)(F)F)nc5)CC4)cc3)C2)nc1,0,-13.3796,280,4,PPS_tester_run_2,RNN,280_4-2
PPS,17925,Nc1cc(C(F)(F)F)cc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)Nc4n[nH]c5ccccc45)cc3)C2)n1,Nc1cc(C(F)(F)F)cc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)Nc4n[nH]c5ccccc45)cc3)C2)n1,0,-13.2908,280,5,PPS_tester_run_2,RNN,280_5-1
PPS,17926,COc1n[nH]c2c(N)cc(C(=O)NCc3ccc(CN4CCN(C(=O)Nc5ccc(C(N)=O)cc5)CC4)cc3)cc12,COc1n[nH]c2c(N)cc(C(=O)NCc3ccc(CN4CCN(C(=O)Nc5ccc(C(N)=O)cc5)CC4)cc3)cc12,0,-12.985,280,6,PPS_tester_run_2,RNN,280_6-1
PPS,17927,NC(=O)c1cccc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4n[nH]c5c4CCNCC5)c(F)c3)C2)c1,NC(=O)c1cccc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4n[nH]c5c4CCNCC5)c(F)c3)C2)c1,0,-12.2539,280,7,PPS_tester_run_2,RNN,280_7-1
PPS,17928,NCc1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5n(c4)CC(=O)NC5)cc3)CC2)cc1,NCc1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5n(c4)CC(=O)NC5)cc3)CC2)cc1,0,-10.4318,280,8,PPS_tester_run_2,RNN,280_8-1
PPS,17929,NC(=O)c1ccc(NC(=O)NC2CCN(Cc3cccc(CNC(=O)c4ccc5c(c4)CCNCC5)c3)C2)cc1,NC(=O)c1ccc(NC(=O)NC2CCN(Cc3cccc(CNC(=O)c4ccc5c(c4)CCNCC5)c3)C2)cc1,0,-12.4974,280,9,PPS_tester_run_2,RNN,280_9-3
PPS,17930,Nc1cc(C(F)(F)F)cc(C(=O)NC2CCN(Cc3ccc(NC(=O)C4CCc5nc(N)ccc54)cc3)C2)n1,Nc1cc(C(F)(F)F)cc(C(=O)NC2CCN(Cc3ccc(NC(=O)C4CCc5nc(N)ccc54)cc3)C2)n1,0,-11.2826,280,10,PPS_tester_run_2,RNN,280_10-3
PPS,17931,CN(CCc1ccc(C(N)=O)cc1)Cc1cccc(CN2CCC(CNC(=O)c3cc(CN)cc(C(F)(F)F)c3)C2)c1,CN(CCc1ccc(C(N)=O)cc1)Cc1cccc(CN2CCC(CNC(=O)c3cc(CN)cc(C(F)(F)F)c3)C2)c1,0,-12.4098,280,11,PPS_tester_run_2,RNN,280_11-7
PPS,17932,Cc1cccc(NC(=O)N2CCCN(Cc3ccc(CNC(=O)c4cccc5c4CCN(C)C5)cc3)CC2)n1,Cc1cccc(NC(=O)N2CCCN(Cc3ccc(CNC(=O)c4cccc5c4CCN(C)C5)cc3)CC2)n1,0,-12.236,280,12,PPS_tester_run_2,RNN,280_12-3
PPS,17934,NC(=O)c1cccc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5c(n4)CCNC5)cc3)C2)c1,NC(=O)c1cccc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5c(n4)CCNC5)cc3)C2)c1,0,-13.0751,280,14,PPS_tester_run_2,RNN,280_14-1
PPS,17935,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)cc1,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)cc1,0,-13.0141,280,15,PPS_tester_run_2,RNN,278_9-1
PPS,17936,O=C(NC1CN(C(=O)NCc2ccc(CN3CCC(NC(=O)c4cccc(C(F)(F)F)c4)C3)cc2)C1)C(=O)c1nc2ccccc2[nH]1,O=C(NC1CN(C(=O)NCc2ccc(CN3CCC(NC(=O)c4cccc(C(F)(F)F)c4)C3)cc2)C1)C(=O)c1nc2ccccc2[nH]1,0,-13.14,280,16,PPS_tester_run_2,RNN,280_16-3
PPS,17937,NC(CNC(=O)Nc1ccc(C(F)(F)F)cc1)C1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)nc2)C1,NC(CNC(=O)Nc1ccc(C(F)(F)F)cc1)C1CCN(Cc2ccc(CNC(=O)c3ccc4[nH]ncc4c3)nc2)C1,0,-12.579,280,17,PPS_tester_run_2,RNN,280_17-6
PPS,17938,NCc1cc2cc(C(=O)NCc3ccc(CN4CCN(C(=O)NC(N)CC(=O)Nc5ccccc5)CC4)cc3)ccn2n1,NCc1cc2cc(C(=O)NCc3ccc(CN4CCN(C(=O)NC(N)CC(=O)Nc5ccccc5)CC4)cc3)ccn2n1,0,-13.6071,280,18,PPS_tester_run_2,RNN,280_18-2
PPS,17939,CC(NC(=O)C(=O)Nc1cccc(CN)n1)N1CCN(Cc2ccc(CNC(=O)c3ccc4cnn(C)c4c3)cc2)CC1,CC(NC(=O)C(=O)Nc1cccc(CN)n1)N1CCN(Cc2ccc(CNC(=O)c3ccc4cnn(C)c4c3)cc2)CC1,0,-13.8181,280,19,PPS_tester_run_2,RNN,280_19-1
PPS,17940,Nc1ccc2[nH]cc(C(=O)NCc3ccc(CN4CCC(NCC(=O)c5ccc(=O)[nH]c5)CC4)cc3)c2n1,Nc1ccc2[nH]cc(C(=O)NCc3ccc(CN4CCC(NCC(=O)c5ccc(=O)[nH]c5)CC4)cc3)c2n1,0,-13.3452,280,20,PPS_tester_run_2,RNN,280_20-1
PPS,17941,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4n[nH]c5cc[nH]c45)cc3)CC2)cc1,NC(=O)c1ccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4n[nH]c5cc[nH]c45)cc3)CC2)cc1,0,-12.3938,280,21,PPS_tester_run_2,RNN,280_21-1
PPS,17943,NC(=O)c1cccc(C(=O)NC2CCN(Cc3ccc(CNC(=O)N4CCC(C(N)=O)CC4)cc3)CC2)c1,NC(=O)c1cccc(C(=O)NC2CCN(Cc3ccc(CNC(=O)N4CCC(C(N)=O)CC4)cc3)CC2)c1,0,-11.3473,280,23,PPS_tester_run_2,RNN,280_23-2
PPS,17944,NC(=O)CN1CCC(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cc[n+]([O-])c(C(F)(F)F)c4)CC3)cc2)C1,NC(=O)CN1CCC(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cc[n+]([O-])c(C(F)(F)F)c4)CC3)cc2)C1,0,-13.3765,280,24,PPS_tester_run_2,RNN,280_24-6
PPS,17945,NC(=O)NCC(=O)NCc1ccc(CN2CCC(CCN3Cc4ccc(C(N)=O)cc4C3=O)CC2)cc1,NC(=O)NCC(=O)NCc1ccc(CN2CCC(CCN3Cc4ccc(C(N)=O)cc4C3=O)CC2)cc1,0,-11.9091,280,25,PPS_tester_run_2,RNN,280_25-1
PPS,17946,NC(=O)C1CCN(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cccc(C(F)F)c4)CC3)cc2)C1,NC(=O)C1CCN(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cccc(C(F)F)c4)CC3)cc2)C1,0,-12.218,280,26,PPS_tester_run_2,RNN,280_26-3
PPS,17947,CN(CC1CCN(Cc2ccc(CNC(=O)c3cnc(C(N)=O)cn3)cc2)C1)C(=O)CNC(=O)c1cc(C(F)(F)F)cc(N)n1,CN(CC1CCN(Cc2ccc(CNC(=O)c3cnc(C(N)=O)cn3)cc2)C1)C(=O)CNC(=O)c1cc(C(F)(F)F)cc(N)n1,0,-12.7435,280,27,PPS_tester_run_2,RNN,280_27-4
PPS,17948,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)CC2)cc1)c1cnc2[nH]nnc2c1,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)CC2)cc1)c1cnc2[nH]nnc2c1,0,-11.6935,280,28,PPS_tester_run_2,RNN,280_28-1
PPS,17949,NCc1cccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4cnc5c(c4)CCNCC5)cc3)CC2)c1,NCc1cccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)c4cnc5c(c4)CCNCC5)cc3)CC2)c1,0,-11.6844,280,29,PPS_tester_run_2,RNN,280_29-1
PPS,17950,NCc1ccc(NC(=O)CNC(=O)N2CCN(Cc3ccc(CN4CCC(C(N)=O)C4)cc3)CC2)cc1,NCc1ccc(NC(=O)CNC(=O)N2CCN(Cc3ccc(CN4CCC(C(N)=O)C4)cc3)CC2)cc1,0,-12.6014,280,30,PPS_tester_run_2,RNN,280_30-1
PPS,17951,NC(=O)CN1CCN(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4ccc(C(F)(F)F)nn4)C3)cc2)CC1,NC(=O)CN1CCN(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4ccc(C(F)(F)F)nn4)C3)cc2)CC1,0,-12.8195,280,31,PPS_tester_run_2,RNN,280_31-4
PPS,17952,NC(=O)c1ccc(CNC(=O)c2cc3c(nn2)C(=O)N(Cc2ccc(CNC(=O)c4ccc5c(c4)CCNCC5)cc2)CC3)cc1,NC(=O)c1ccc(CNC(=O)c2cc3c(nn2)C(=O)N(Cc2ccc(CNC(=O)c4ccc5c(c4)CCNCC5)cc2)CC3)cc1,0,-12.4695,280,32,PPS_tester_run_2,RNN,280_32-1
PPS,17953,NC(=O)c1ccc(CNC(=O)C2CC(c3ccc(C(=O)N4CCC(NC(=O)Nc5cccc(C(N)=O)c5)C4)cc3)C2)cc1,NC(=O)c1ccc(CNC(=O)C2CC(c3ccc(C(=O)N4CCC(NC(=O)Nc5cccc(C(N)=O)c5)C4)cc3)C2)cc1,0,-12.7188,280,33,PPS_tester_run_2,RNN,280_33-4
PPS,17954,NC(=O)c1ccc(COC2CCC2CC2CCN(C3CN(CC(=O)Nc4ccc5[nH]ncc5c4)C3)C2)cc1,NC(=O)c1ccc(COC2CCC2CC2CCN(C3CN(CC(=O)Nc4ccc5[nH]ncc5c4)C3)C2)cc1,0,-12.7555,280,34,PPS_tester_run_2,RNN,280_34-3
PPS,17955,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CN3CCC(NC(=O)c4cccc(C(F)(F)F)c4)C3)cc2)C1,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CN3CCC(NC(=O)c4cccc(C(F)(F)F)c4)C3)cc2)C1,0,-12.7609,280,35,PPS_tester_run_2,RNN,280_35-1
PPS,17956,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CNC(=O)c3cc4c([nH]3)CCNC4)cc2)C1,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CNC(=O)c3cc4c([nH]3)CCNC4)cc2)C1,0,-12.151,280,36,PPS_tester_run_2,RNN,280_36-1
PPS,17957,NC(=O)c1cccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)c1,NC(=O)c1cccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4ccc5[nH]ncc5c4)cc3)CC2)c1,0,-12.425,280,37,PPS_tester_run_2,RNN,278_42-2
PPS,17958,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)CC2)cc1)c1ccc2[nH]ncc2c1,O=C(NCc1ccc(CN2CCC(CNC(=O)c3cc(C(F)(F)F)ccn3)CC2)cc1)c1ccc2[nH]ncc2c1,0,-12.2264,280,38,PPS_tester_run_2,RNN,280_38-1
PPS,17959,NS(=O)(=O)C1CCN(C(=O)c2ccc(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)ccn5)C4)cc3)cc2)C1,NS(=O)(=O)C1CCN(C(=O)c2ccc(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc(C(F)(F)F)ccn5)C4)cc3)cc2)C1,0,-13.5556,280,39,PPS_tester_run_2,RNN,280_39-1
